ticket_id,created_date,category,priority,status,support_team,ticket_text,customer_impact,resolution_minutes
TKT200284,2025-09-02 00:00:00,VPN,High,Resolved,DBA,Password reset completed but login still fails,Low,346
TKT200285,2025-09-02 18:00:00,Network,High,New,Platform,Network connectivity is intermittent,Medium,286
TKT200286,2025-09-03 12:00:00,Network,Medium,In Progress,Security,Database query timing out,High,682
TKT200287,2025-09-04 06:00:00,VPN,Medium,Resolved,Network,Unable to connect to corporate VPN,High,341
TKT200288,2025-09-05 00:00:00,Database,Medium,Assigned,Security,Network connectivity is intermittent,High,755
TKT200289,2025-09-05 18:00:00,Database,Medium,Resolved,DBA,Network connectivity is intermittent,High,606
TKT200290,2025-09-06 12:00:00,Application,Medium,Resolved,SRE,User cannot access required application,Low,642
TKT200291,2025-09-07 06:00:00,Data,Medium,Resolved,SRE,Customer portal showing an error,Medium,585
TKT200292,2025-09-08 00:00:00,Access,Low,Assigned,SRE,Password reset completed but login still fails,Medium,923
TKT200293,2025-09-08 18:00:00,Data,Medium,Resolved,SRE,Application is responding slowly,Low,259
TKT200294,2025-09-09 12:00:00,Authentication,Medium,Resolved,Platform,Application is responding slowly,Medium,982
TKT200295,2025-09-10 06:00:00,Authentication,Medium,Assigned,SRE,Network connectivity is intermittent,Medium,210
TKT200296,2025-09-11 00:00:00,Performance,Low,Resolved,Application Support,Application is responding slowly,Critical,142
TKT200297,2025-09-11 18:00:00,Database,High,Closed,Application Support,Customer portal showing an error,Medium,827
TKT200298,2025-09-12 12:00:00,Performance,High,Closed,Platform,Application is responding slowly,Critical,896
TKT200299,2025-09-13 06:00:00,Network,High,Resolved,Platform,User cannot access required application,High,97
TKT200300,2025-09-14 00:00:00,Authentication,Medium,Resolved,Security,Password reset completed but login still fails,High,601
TKT200301,2025-09-14 18:00:00,Performance,Medium,Closed,DBA,User cannot access required application,Critical,515
TKT200302,2025-09-15 12:00:00,Application,Medium,Assigned,DBA,Unable to connect to corporate VPN,Critical,224
TKT200303,2025-09-16 06:00:00,Performance,Medium,Resolved,Application Support,Customer portal showing an error,Low,522
TKT200304,2025-09-17 00:00:00,Network,Critical,New,DBA,Unable to connect to corporate VPN,Medium,687
TKT200305,2025-09-17 18:00:00,Authentication,Medium,Assigned,Security,Data refresh has not completed,High,576
TKT200306,2025-09-18 12:00:00,Access,Low,Closed,DBA,Network connectivity is intermittent,Critical,522
TKT200307,2025-09-19 06:00:00,VPN,High,Assigned,DBA,User cannot access required application,Low,886
TKT200308,2025-09-20 00:00:00,Access,High,Closed,Platform,Data refresh has not completed,Medium,229
TKT200309,2025-09-20 18:00:00,Network,High,In Progress,DBA,Network connectivity is intermittent,Low,625
TKT200310,2025-09-21 12:00:00,Performance,Medium,Assigned,Application Support,Password reset completed but login still fails,Low,319
TKT200311,2025-09-22 06:00:00,Performance,High,New,Network,Customer portal showing an error,Critical,973
TKT200312,2025-09-23 00:00:00,Network,Medium,In Progress,SRE,Database query timing out,Low,255
TKT200313,2025-09-23 18:00:00,Data,Medium,In Progress,DBA,Network connectivity is intermittent,Critical,871
TKT200314,2025-09-24 12:00:00,VPN,Medium,In Progress,Security,Network connectivity is intermittent,Critical,633
TKT200315,2025-09-25 06:00:00,VPN,Medium,New,Application Support,Data refresh has not completed,Critical,218
TKT200316,2025-09-26 00:00:00,Data,Critical,Assigned,DBA,Database query timing out,Low,759
TKT200317,2025-09-26 18:00:00,Application,Low,New,Security,Password reset completed but login still fails,Low,244
TKT200318,2025-09-27 12:00:00,Network,Medium,Assigned,Platform,Password reset completed but login still fails,Medium,266
TKT200319,2025-09-28 06:00:00,Authentication,Medium,Closed,Network,Password reset completed but login still fails,High,348
TKT200320,2025-09-29 00:00:00,Database,High,New,Network,Data refresh has not completed,Critical,683
TKT200321,2025-09-29 18:00:00,Access,Medium,Resolved,Platform,User cannot access required application,Medium,394
TKT200322,2025-09-30 12:00:00,Performance,Low,New,Security,Application is responding slowly,Low,571
TKT200323,2025-10-01 06:00:00,Data,Critical,In Progress,Application Support,Database query timing out,Critical,555
TKT200324,2025-10-02 00:00:00,Network,High,Closed,Platform,Password reset completed but login still fails,Critical,200
TKT200325,2025-10-02 18:00:00,Network,High,Assigned,SRE,User cannot access required application,High,236
TKT200326,2025-10-03 12:00:00,Authentication,Medium,New,Security,Database query timing out,High,310
TKT200327,2025-10-04 06:00:00,VPN,Low,In Progress,Application Support,Network connectivity is intermittent,Critical,226
TKT200328,2025-10-05 00:00:00,Network,Medium,Assigned,Application Support,Unable to connect to corporate VPN,Medium,919
TKT200329,2025-10-05 18:00:00,Application,Medium,Closed,Platform,Data refresh has not completed,Low,384
TKT200330,2025-10-06 12:00:00,VPN,Medium,Closed,Security,Unable to connect to corporate VPN,High,407
TKT200331,2025-10-07 06:00:00,Network,Medium,Resolved,Security,Database query timing out,Medium,673
TKT200332,2025-10-08 00:00:00,Access,High,Resolved,Security,Application is responding slowly,Critical,789
TKT200333,2025-10-08 18:00:00,Performance,High,Resolved,Security,Customer portal showing an error,Critical,689
TKT200334,2025-10-09 12:00:00,Data,Medium,Resolved,Application Support,Customer portal showing an error,Medium,553
TKT200335,2025-10-10 06:00:00,Database,Medium,In Progress,Network,Password reset completed but login still fails,Medium,976
TKT200336,2025-10-11 00:00:00,Network,Medium,Closed,SRE,Database query timing out,Medium,900
TKT200337,2025-10-11 18:00:00,Performance,Medium,Assigned,Platform,User cannot access required application,High,206
TKT200338,2025-10-12 12:00:00,Access,Low,New,Application Support,Database query timing out,High,164
TKT200339,2025-10-13 06:00:00,Database,High,Resolved,Application Support,Unable to connect to corporate VPN,High,395
TKT200340,2025-10-14 00:00:00,Access,Medium,Resolved,SRE,Password reset completed but login still fails,High,836
TKT200341,2025-10-14 18:00:00,Authentication,Critical,Closed,Network,User cannot access required application,Critical,964
TKT200342,2025-10-15 12:00:00,Network,Low,Assigned,Platform,Application is responding slowly,Medium,704
TKT200343,2025-10-16 06:00:00,Database,Medium,In Progress,Platform,User cannot access required application,Low,691
TKT200344,2025-10-17 00:00:00,Data,High,In Progress,DBA,Password reset completed but login still fails,Critical,237
TKT200345,2025-10-17 18:00:00,VPN,Critical,Assigned,DBA,Customer portal showing an error,Critical,594
TKT200346,2025-10-18 12:00:00,Performance,Medium,Resolved,Network,Password reset completed but login still fails,High,188
TKT200347,2025-10-19 06:00:00,Database,Medium,In Progress,Network,Customer portal showing an error,Medium,541
TKT200348,2025-10-20 00:00:00,VPN,Medium,Resolved,DBA,Network connectivity is intermittent,Medium,197
TKT200349,2025-10-20 18:00:00,Access,High,In Progress,Security,Application is responding slowly,Medium,80
TKT200350,2025-10-21 12:00:00,Access,Low,Assigned,SRE,Password reset completed but login still fails,Low,967
TKT200351,2025-10-22 06:00:00,Authentication,Medium,Closed,SRE,Unable to connect to corporate VPN,High,893
TKT200352,2025-10-23 00:00:00,VPN,Medium,In Progress,Network,Application is responding slowly,Medium,686
TKT200353,2025-10-23 18:00:00,VPN,Medium,Resolved,Network,Unable to connect to corporate VPN,Medium,627
TKT200354,2025-10-24 12:00:00,Network,Low,In Progress,Application Support,Data refresh has not completed,High,243
TKT200355,2025-10-25 06:00:00,Authentication,Low,Assigned,Application Support,Data refresh has not completed,Critical,573
TKT200356,2025-10-26 00:00:00,Access,Medium,Closed,DBA,Data refresh has not completed,Low,749
TKT200357,2025-10-26 18:00:00,VPN,Medium,Assigned,SRE,Data refresh has not completed,Critical,541
TKT200358,2025-10-27 12:00:00,Performance,Medium,Closed,SRE,User cannot access required application,High,285
TKT200359,2025-10-28 06:00:00,Performance,Low,In Progress,Network,Application is responding slowly,Critical,394
TKT200360,2025-10-29 00:00:00,Access,Medium,New,DBA,Database query timing out,Medium,841
TKT200361,2025-10-29 18:00:00,Data,Critical,New,DBA,Application is responding slowly,Critical,258
TKT200362,2025-10-30 12:00:00,Data,High,Closed,SRE,Network connectivity is intermittent,High,961
TKT200363,2025-10-31 06:00:00,VPN,Low,In Progress,Application Support,Database query timing out,High,756
TKT200364,2025-11-01 00:00:00,Database,Low,Assigned,Network,Database query timing out,High,890
TKT200365,2025-11-01 18:00:00,Performance,Low,Closed,DBA,Customer portal showing an error,Medium,512
TKT200366,2025-11-02 12:00:00,Database,Medium,Resolved,SRE,Application is responding slowly,High,227
TKT200367,2025-11-03 06:00:00,Access,Medium,Resolved,Security,Application is responding slowly,Critical,38
TKT200368,2025-11-04 00:00:00,Performance,Low,Resolved,DBA,Password reset completed but login still fails,Critical,537
TKT200369,2025-11-04 18:00:00,Data,Medium,New,Platform,Unable to connect to corporate VPN,Low,402
TKT200370,2025-11-05 12:00:00,Database,High,New,Platform,Unable to connect to corporate VPN,High,118
TKT200371,2025-11-06 06:00:00,Database,Low,Resolved,Network,Database query timing out,Critical,928
TKT200372,2025-11-07 00:00:00,VPN,Critical,New,SRE,Data refresh has not completed,High,970
TKT200373,2025-11-07 18:00:00,Database,Medium,Resolved,Application Support,Application is responding slowly,Medium,377
TKT200374,2025-11-08 12:00:00,Database,Medium,New,Security,Customer portal showing an error,Medium,669
TKT200375,2025-11-09 06:00:00,Network,Medium,Assigned,Application Support,Application is responding slowly,High,416
TKT200376,2025-11-10 00:00:00,Network,High,Resolved,Network,Application is responding slowly,High,499
TKT200377,2025-11-10 18:00:00,Performance,Medium,Resolved,DBA,Password reset completed but login still fails,Medium,625
TKT200378,2025-11-11 12:00:00,Performance,High,Resolved,Network,User cannot access required application,Medium,419
TKT200379,2025-11-12 06:00:00,Access,Low,Resolved,Network,Customer portal showing an error,Medium,802
TKT200380,2025-11-13 00:00:00,VPN,High,New,DBA,Application is responding slowly,Low,193
TKT200381,2025-11-13 18:00:00,Network,Medium,Closed,Network,User cannot access required application,Low,670
TKT200382,2025-11-14 12:00:00,Access,Medium,Assigned,Security,Database query timing out,Low,983
TKT200383,2025-11-15 06:00:00,Authentication,High,New,SRE,Application is responding slowly,Medium,850
TKT200384,2025-11-16 00:00:00,Network,High,Closed,Platform,Customer portal showing an error,High,50
TKT200385,2025-11-16 18:00:00,Access,Medium,New,Application Support,User cannot access required application,Medium,118
TKT200386,2025-11-17 12:00:00,Performance,High,In Progress,Application Support,Unable to connect to corporate VPN,Critical,630
TKT200387,2025-11-18 06:00:00,Performance,High,In Progress,Security,Database query timing out,Low,924
TKT200388,2025-11-19 00:00:00,Network,Medium,Resolved,Network,Database query timing out,Medium,844
TKT200389,2025-11-19 18:00:00,Network,Low,New,Network,Network connectivity is intermittent,Low,904
TKT200390,2025-11-20 12:00:00,Network,Medium,New,SRE,Application is responding slowly,Medium,153
TKT200391,2025-11-21 06:00:00,Access,Medium,In Progress,Platform,Data refresh has not completed,High,521
TKT200392,2025-11-22 00:00:00,Network,Low,In Progress,Security,User cannot access required application,Medium,727
TKT200393,2025-11-22 18:00:00,Network,Medium,Resolved,Network,Password reset completed but login still fails,Medium,626
TKT200394,2025-11-23 12:00:00,Authentication,Medium,Resolved,Network,Database query timing out,High,778
TKT200395,2025-11-24 06:00:00,Network,Medium,New,SRE,Data refresh has not completed,Critical,216
TKT200396,2025-11-25 00:00:00,Authentication,Medium,Closed,Network,Application is responding slowly,Low,459
TKT200397,2025-11-25 18:00:00,Application,Medium,In Progress,Security,Customer portal showing an error,Low,450
TKT200398,2025-11-26 12:00:00,Data,Medium,Closed,DBA,Network connectivity is intermittent,Low,940
TKT200399,2025-11-27 06:00:00,Performance,Critical,Closed,DBA,Customer portal showing an error,High,206
TKT200400,2025-11-28 00:00:00,Network,Medium,New,Application Support,Unable to connect to corporate VPN,Critical,329
TKT200401,2025-11-28 18:00:00,Data,High,In Progress,Platform,Application is responding slowly,Low,26
TKT200402,2025-11-29 12:00:00,Data,Medium,In Progress,Platform,Application is responding slowly,Low,155
TKT200403,2025-11-30 06:00:00,Network,High,In Progress,DBA,Application is responding slowly,High,980
TKT200404,2025-12-01 00:00:00,Performance,Medium,Assigned,Network,Data refresh has not completed,Critical,848
TKT200405,2025-12-01 18:00:00,Database,Medium,In Progress,Application Support,Unable to connect to corporate VPN,High,262
TKT200406,2025-12-02 12:00:00,Data,Medium,In Progress,SRE,User cannot access required application,Critical,703
TKT200407,2025-12-03 06:00:00,Database,High,New,SRE,Data refresh has not completed,High,595
TKT200408,2025-12-04 00:00:00,Database,High,Assigned,Network,Data refresh has not completed,Low,907
TKT200409,2025-12-04 18:00:00,Authentication,Low,New,Network,User cannot access required application,Medium,303
TKT200410,2025-12-05 12:00:00,Performance,High,Closed,Application Support,Data refresh has not completed,Critical,994
TKT200411,2025-12-06 06:00:00,Database,Medium,Resolved,Network,Database query timing out,High,373
TKT200412,2025-12-07 00:00:00,Performance,Medium,Assigned,Network,User cannot access required application,Low,718
TKT200413,2025-12-07 18:00:00,VPN,High,Assigned,Platform,User cannot access required application,Low,400
TKT200414,2025-12-08 12:00:00,Application,Medium,New,Network,Unable to connect to corporate VPN,High,673
TKT200415,2025-12-09 06:00:00,Network,Medium,Assigned,DBA,Unable to connect to corporate VPN,Medium,338
TKT200416,2025-12-10 00:00:00,Network,Critical,Closed,DBA,Data refresh has not completed,High,844
TKT200417,2025-12-10 18:00:00,Authentication,Low,New,DBA,Password reset completed but login still fails,Medium,639
TKT200418,2025-12-11 12:00:00,VPN,High,New,Network,Application is responding slowly,Medium,292
TKT200419,2025-12-12 06:00:00,Database,Medium,Closed,SRE,User cannot access required application,High,961
TKT200420,2025-12-13 00:00:00,Network,Medium,In Progress,SRE,User cannot access required application,Low,710
TKT200421,2025-12-13 18:00:00,Performance,Medium,New,SRE,User cannot access required application,Medium,431
TKT200422,2025-12-14 12:00:00,Network,Medium,In Progress,DBA,Data refresh has not completed,Medium,140
TKT200423,2025-12-15 06:00:00,Authentication,Critical,Resolved,Application Support,Network connectivity is intermittent,Critical,973
TKT200424,2025-12-16 00:00:00,Database,Low,Assigned,Application Support,Data refresh has not completed,High,756
TKT200425,2025-12-16 18:00:00,Application,Medium,Assigned,Platform,Customer portal showing an error,Medium,669
TKT200426,2025-12-17 12:00:00,Network,Low,Resolved,SRE,Data refresh has not completed,Medium,833
TKT200427,2025-12-18 06:00:00,Data,Low,In Progress,DBA,User cannot access required application,Low,609
TKT200428,2025-12-19 00:00:00,Network,Low,Closed,SRE,User cannot access required application,Low,235
TKT200429,2025-12-19 18:00:00,Application,Medium,Assigned,DBA,Network connectivity is intermittent,Medium,240
TKT200430,2025-12-20 12:00:00,VPN,Medium,Assigned,Network,Network connectivity is intermittent,Critical,83
TKT200431,2025-12-21 06:00:00,Authentication,Medium,New,Application Support,Unable to connect to corporate VPN,Low,67
TKT200432,2025-12-22 00:00:00,Performance,Medium,Resolved,DBA,Data refresh has not completed,Low,730
TKT200433,2025-12-22 18:00:00,Database,Medium,In Progress,Security,Customer portal showing an error,High,852
TKT200434,2025-12-23 12:00:00,Network,Medium,Assigned,Network,Data refresh has not completed,Low,168
TKT200435,2025-12-24 06:00:00,Application,High,Resolved,Application Support,Customer portal showing an error,Critical,576
TKT200436,2025-12-25 00:00:00,VPN,Low,Assigned,DBA,Data refresh has not completed,Critical,128
TKT200437,2025-12-25 18:00:00,Application,High,New,DBA,Application is responding slowly,Critical,417
TKT200438,2025-12-26 12:00:00,Database,Low,In Progress,Network,Password reset completed but login still fails,Medium,791
TKT200439,2025-12-27 06:00:00,Authentication,High,In Progress,Network,Password reset completed but login still fails,Medium,812
TKT200440,2025-12-28 00:00:00,Network,High,In Progress,Application Support,Application is responding slowly,Medium,949
TKT200441,2025-12-28 18:00:00,Network,Low,In Progress,Network,Password reset completed but login still fails,Low,314
TKT200442,2025-12-29 12:00:00,Authentication,Low,Closed,SRE,Database query timing out,High,948
TKT200443,2025-12-30 06:00:00,Application,Medium,Assigned,Network,Password reset completed but login still fails,Critical,784
TKT200444,2025-12-31 00:00:00,Access,Low,Assigned,Network,Password reset completed but login still fails,Medium,341
TKT200445,2025-12-31 18:00:00,Database,High,In Progress,Network,User cannot access required application,Low,331
TKT200446,2026-01-01 12:00:00,Data,Low,New,SRE,Network connectivity is intermittent,High,112
TKT200447,2026-01-02 06:00:00,Application,Medium,New,SRE,Password reset completed but login still fails,Medium,921
TKT200448,2026-01-03 00:00:00,Performance,Medium,In Progress,Platform,User cannot access required application,Critical,207
TKT200449,2026-01-03 18:00:00,VPN,Medium,In Progress,Network,Customer portal showing an error,Critical,271
TKT200450,2026-01-04 12:00:00,Performance,Critical,Resolved,SRE,Customer portal showing an error,Critical,415
TKT200451,2026-01-05 06:00:00,Database,Medium,New,Network,Unable to connect to corporate VPN,Medium,141
TKT200452,2026-01-06 00:00:00,Access,Medium,Closed,Platform,Customer portal showing an error,Critical,806
TKT200453,2026-01-06 18:00:00,Performance,High,In Progress,SRE,Unable to connect to corporate VPN,Low,699
TKT200454,2026-01-07 12:00:00,Database,Low,New,Platform,Password reset completed but login still fails,Medium,160
TKT200455,2026-01-08 06:00:00,Database,Medium,Assigned,Platform,Application is responding slowly,Medium,167
TKT200456,2026-01-09 00:00:00,VPN,High,Assigned,SRE,Network connectivity is intermittent,Critical,26
TKT200457,2026-01-09 18:00:00,Application,Medium,In Progress,Security,Password reset completed but login still fails,High,949
TKT200458,2026-01-10 12:00:00,Performance,High,In Progress,SRE,Network connectivity is intermittent,Medium,438
TKT200459,2026-01-11 06:00:00,Network,Critical,In Progress,DBA,Data refresh has not completed,Low,657
TKT200460,2026-01-12 00:00:00,Authentication,Medium,In Progress,DBA,Data refresh has not completed,Critical,154
TKT200461,2026-01-12 18:00:00,Database,High,Closed,Security,Application is responding slowly,High,234
TKT200462,2026-01-13 12:00:00,Network,High,Closed,DBA,Unable to connect to corporate VPN,Critical,543
TKT200463,2026-01-14 06:00:00,Data,Medium,In Progress,DBA,Password reset completed but login still fails,Medium,212
TKT200464,2026-01-15 00:00:00,VPN,Critical,Closed,Security,Network connectivity is intermittent,Low,614
TKT200465,2026-01-15 18:00:00,Database,Low,Closed,Application Support,Password reset completed but login still fails,Medium,924
TKT200466,2026-01-16 12:00:00,Access,Medium,Closed,Platform,Customer portal showing an error,High,308
TKT200467,2026-01-17 06:00:00,Authentication,High,Assigned,Security,Application is responding slowly,Low,609
TKT200468,2026-01-18 00:00:00,Data,Medium,In Progress,Network,Network connectivity is intermittent,Low,916
TKT200469,2026-01-18 18:00:00,Data,High,Assigned,SRE,User cannot access required application,Critical,894
TKT200470,2026-01-19 12:00:00,Network,Medium,New,DBA,User cannot access required application,High,12
TKT200471,2026-01-20 06:00:00,Access,Critical,New,Application Support,Network connectivity is intermittent,Medium,114
TKT200472,2026-01-21 00:00:00,Performance,Low,Resolved,SRE,Data refresh has not completed,High,986
TKT200473,2026-01-21 18:00:00,Access,High,In Progress,SRE,Application is responding slowly,High,925
TKT200474,2026-01-22 12:00:00,Authentication,Medium,Closed,Application Support,User cannot access required application,Low,325
TKT200475,2026-01-23 06:00:00,VPN,High,Resolved,DBA,Customer portal showing an error,Medium,522
TKT200476,2026-01-24 00:00:00,Database,High,New,Platform,Network connectivity is intermittent,Medium,574
TKT200477,2026-01-24 18:00:00,Authentication,Medium,Closed,Security,Database query timing out,Low,670
TKT200478,2026-01-25 12:00:00,Database,Medium,In Progress,Network,Application is responding slowly,Low,751
TKT200479,2026-01-26 06:00:00,Access,Low,In Progress,Platform,Network connectivity is intermittent,Medium,376
TKT200480,2026-01-27 00:00:00,Application,Critical,Closed,Platform,Data refresh has not completed,High,890
TKT200481,2026-01-27 18:00:00,Authentication,Critical,Resolved,DBA,User cannot access required application,High,63
TKT200482,2026-01-28 12:00:00,VPN,Medium,New,SRE,Unable to connect to corporate VPN,Critical,37
TKT200483,2026-01-29 06:00:00,Authentication,Medium,New,Network,Application is responding slowly,Medium,958
TKT200484,2026-01-30 00:00:00,Network,Low,In Progress,Platform,Database query timing out,High,181
TKT200485,2026-01-30 18:00:00,Performance,Low,New,SRE,Customer portal showing an error,Critical,994
TKT200486,2026-01-31 12:00:00,Database,Low,New,Security,Customer portal showing an error,High,289
TKT200487,2026-02-01 06:00:00,Database,High,Resolved,SRE,Network connectivity is intermittent,Critical,367
TKT200488,2026-02-02 00:00:00,Application,Medium,New,Application Support,Unable to connect to corporate VPN,Low,32
TKT200489,2026-02-02 18:00:00,VPN,Medium,New,SRE,Database query timing out,Critical,944
TKT200490,2026-02-03 12:00:00,Authentication,Medium,In Progress,Network,Customer portal showing an error,High,362
TKT200491,2026-02-04 06:00:00,VPN,Medium,New,SRE,Data refresh has not completed,High,171
TKT200492,2026-02-05 00:00:00,Application,High,Assigned,Network,Password reset completed but login still fails,Low,485
TKT200493,2026-02-05 18:00:00,Network,Medium,Closed,DBA,Data refresh has not completed,High,158
TKT200494,2026-02-06 12:00:00,Application,Low,Resolved,SRE,Unable to connect to corporate VPN,Critical,790
TKT200495,2026-02-07 06:00:00,Application,High,Closed,DBA,Password reset completed but login still fails,High,77
TKT200496,2026-02-08 00:00:00,Network,Low,Assigned,Security,Network connectivity is intermittent,Low,501
TKT200497,2026-02-08 18:00:00,Performance,Medium,Resolved,Network,Network connectivity is intermittent,Medium,394
TKT200498,2026-02-09 12:00:00,Data,Critical,Assigned,SRE,Data refresh has not completed,High,41
TKT200499,2026-02-10 06:00:00,VPN,High,Assigned,Security,User cannot access required application,Critical,57
TKT200500,2026-02-11 00:00:00,Data,High,New,Platform,User cannot access required application,Medium,521
TKT200501,2026-02-11 18:00:00,Authentication,Medium,Closed,SRE,User cannot access required application,Critical,397
TKT200502,2026-02-12 12:00:00,Authentication,High,New,Network,User cannot access required application,Critical,134
TKT200503,2026-02-13 06:00:00,Application,Medium,Assigned,Platform,User cannot access required application,Medium,142
TKT200504,2026-02-14 00:00:00,VPN,Low,In Progress,SRE,Application is responding slowly,Low,805
TKT200505,2026-02-14 18:00:00,Database,Medium,In Progress,Security,Network connectivity is intermittent,Critical,731
TKT200506,2026-02-15 12:00:00,Authentication,High,Assigned,DBA,Application is responding slowly,High,609
TKT200507,2026-02-16 06:00:00,Network,Medium,Assigned,Application Support,User cannot access required application,Critical,834
TKT200508,2026-02-17 00:00:00,Performance,Medium,Assigned,Network,Customer portal showing an error,Critical,73
TKT200509,2026-02-17 18:00:00,Data,Medium,Closed,Network,User cannot access required application,Medium,689
TKT200510,2026-02-18 12:00:00,Authentication,High,In Progress,Application Support,User cannot access required application,Low,753
TKT200511,2026-02-19 06:00:00,Application,Medium,Closed,SRE,Unable to connect to corporate VPN,Critical,204
TKT200512,2026-02-20 00:00:00,Network,Medium,Closed,Network,Application is responding slowly,High,538
TKT200513,2026-02-20 18:00:00,Network,Medium,Resolved,Security,Database query timing out,Low,768
TKT200514,2026-02-21 12:00:00,Access,High,Closed,Platform,Database query timing out,High,605
TKT200515,2026-02-22 06:00:00,Data,Low,New,Application Support,Data refresh has not completed,Low,253
TKT200516,2026-02-23 00:00:00,Network,High,Closed,Platform,Data refresh has not completed,Medium,666
TKT200517,2026-02-23 18:00:00,VPN,High,In Progress,Network,Customer portal showing an error,Medium,760
TKT200518,2026-02-24 12:00:00,Data,High,Resolved,Application Support,Application is responding slowly,Medium,14
TKT200519,2026-02-25 06:00:00,Data,Medium,Assigned,Platform,Unable to connect to corporate VPN,High,569
TKT200520,2026-02-26 00:00:00,Database,Medium,New,Application Support,Network connectivity is intermittent,Critical,507
TKT200521,2026-02-26 18:00:00,Application,High,Closed,SRE,Data refresh has not completed,Medium,369
TKT200522,2026-02-27 12:00:00,Performance,Medium,In Progress,Platform,Database query timing out,High,49
TKT200523,2026-02-28 06:00:00,Application,Medium,New,DBA,Network connectivity is intermittent,Critical,88
TKT200524,2026-03-01 00:00:00,Network,High,Resolved,DBA,Data refresh has not completed,High,751
TKT200525,2026-03-01 18:00:00,Data,Low,New,Application Support,User cannot access required application,Medium,828
TKT200526,2026-03-02 12:00:00,Performance,Medium,In Progress,Application Support,Password reset completed but login still fails,High,422
TKT200527,2026-03-03 06:00:00,Application,High,Resolved,Security,Unable to connect to corporate VPN,Medium,939
TKT200528,2026-03-04 00:00:00,Authentication,Low,Resolved,DBA,Network connectivity is intermittent,Medium,928
TKT200529,2026-03-04 18:00:00,Network,Low,In Progress,Platform,User cannot access required application,High,667
TKT200530,2026-03-05 12:00:00,Access,Medium,Assigned,Security,Password reset completed but login still fails,Medium,583
TKT200531,2026-03-06 06:00:00,Database,Low,Closed,DBA,Unable to connect to corporate VPN,Low,964
TKT200532,2026-03-07 00:00:00,Application,Medium,New,SRE,Data refresh has not completed,Critical,611
TKT200533,2026-03-07 18:00:00,Access,Medium,New,Security,Application is responding slowly,High,934
TKT200534,2026-03-08 12:00:00,VPN,Low,New,Network,Application is responding slowly,Low,979
TKT200535,2026-03-09 06:00:00,Application,Medium,Closed,Network,Customer portal showing an error,Medium,198
TKT200536,2026-03-10 00:00:00,Access,High,In Progress,Network,Application is responding slowly,Medium,662
TKT200537,2026-03-10 18:00:00,Authentication,Medium,New,Security,Data refresh has not completed,Critical,732
TKT200538,2026-03-11 12:00:00,Application,Medium,New,Platform,Customer portal showing an error,Critical,820
TKT200539,2026-03-12 06:00:00,Access,Critical,New,Network,Application is responding slowly,High,352
TKT200540,2026-03-13 00:00:00,VPN,Low,Closed,SRE,Application is responding slowly,Medium,862
TKT200541,2026-03-13 18:00:00,Access,Medium,In Progress,Network,Network connectivity is intermittent,Low,490
TKT200542,2026-03-14 12:00:00,Database,Medium,New,SRE,User cannot access required application,Low,389
TKT200543,2026-03-15 06:00:00,Network,Medium,Assigned,DBA,Data refresh has not completed,Low,161
TKT200544,2026-03-16 00:00:00,Access,Medium,Resolved,Application Support,Application is responding slowly,Critical,324
TKT200545,2026-03-16 18:00:00,VPN,High,In Progress,Network,Unable to connect to corporate VPN,Low,974
TKT200546,2026-03-17 12:00:00,VPN,Low,Closed,Application Support,Data refresh has not completed,High,717
TKT200547,2026-03-18 06:00:00,Network,Medium,New,Application Support,Password reset completed but login still fails,Critical,727
TKT200548,2026-03-19 00:00:00,Data,Medium,New,SRE,Network connectivity is intermittent,Medium,896
TKT200549,2026-03-19 18:00:00,VPN,Medium,New,DBA,Customer portal showing an error,High,270
TKT200550,2026-03-20 12:00:00,Performance,High,Assigned,DBA,Password reset completed but login still fails,Critical,663
TKT200551,2026-03-21 06:00:00,VPN,Critical,Resolved,Network,Network connectivity is intermittent,Medium,374
TKT200552,2026-03-22 00:00:00,Network,Medium,Resolved,Security,Unable to connect to corporate VPN,Medium,848
TKT200553,2026-03-22 18:00:00,Network,High,Assigned,Network,Database query timing out,Low,425
TKT200554,2026-03-23 12:00:00,Network,Medium,Resolved,SRE,Application is responding slowly,Medium,855
TKT200555,2026-03-24 06:00:00,VPN,Low,Resolved,DBA,Customer portal showing an error,Critical,748
TKT200556,2026-03-25 00:00:00,Performance,Medium,New,Platform,User cannot access required application,High,773
TKT200557,2026-03-25 18:00:00,Database,Medium,Resolved,Network,User cannot access required application,Low,926
TKT200558,2026-03-26 12:00:00,Performance,Medium,In Progress,DBA,Database query timing out,High,791
TKT200559,2026-03-27 06:00:00,Access,High,New,Security,Customer portal showing an error,High,324
TKT200560,2026-03-28 00:00:00,Application,Low,Assigned,Platform,Password reset completed but login still fails,Low,523
TKT200561,2026-03-28 18:00:00,Database,Medium,Resolved,Network,Customer portal showing an error,Critical,475
TKT200562,2026-03-29 12:00:00,Access,High,Resolved,SRE,Unable to connect to corporate VPN,Low,69
TKT200563,2026-03-30 06:00:00,Data,High,Assigned,Network,Unable to connect to corporate VPN,Medium,595
TKT200564,2026-03-31 00:00:00,Data,Low,Resolved,DBA,Customer portal showing an error,Medium,440
TKT200565,2026-03-31 18:00:00,Data,High,Assigned,DBA,Password reset completed but login still fails,High,396
TKT200566,2026-04-01 12:00:00,Authentication,Medium,In Progress,Platform,Network connectivity is intermittent,Critical,114
