incident_id,service,severity,status,assigned_team,incident_date,description,customer_impact,resolution_minutes
INC100275,order-service,P4,Closed,Platform,2025-08-18 04:00:00,Service returning intermittent 5xx errors,Low,617
INC100276,order-service,P3,Closed,Platform,2025-08-19 00:00:00,Service returning intermittent 5xx errors,Low,548
INC100277,data-platform,P2,Resolved,Security,2025-08-19 20:00:00,Inventory data synchronization failed,Critical,513
INC100278,payment-api,P4,Resolved,Network,2025-08-20 16:00:00,Service returning intermittent 5xx errors,Medium,132
INC100279,payment-api,P4,Closed,Platform,2025-08-21 12:00:00,Database connection pool exhausted,Medium,574
INC100280,customer-portal,P2,Investigating,Security,2025-08-22 08:00:00,Service returning intermittent 5xx errors,High,460
INC100281,order-service,P4,Closed,Security,2025-08-23 04:00:00,API latency increased significantly,Low,287
INC100282,notification-service,P3,Resolved,Security,2025-08-24 00:00:00,VPN connections failing after password reset,High,10
INC100283,order-service,P3,Investigating,Security,2025-08-24 20:00:00,Users unable to authenticate,None,385
INC100284,order-service,P4,Resolved,Application Support,2025-08-25 16:00:00,Database connection pool exhausted,None,575
INC100285,vpn-service,P3,Closed,DBA,2025-08-26 12:00:00,Application deployment caused errors,Critical,33
INC100286,auth-service,P4,Resolved,Platform,2025-08-27 08:00:00,Service returning intermittent 5xx errors,High,47
INC100287,inventory-service,P3,Closed,Application Support,2025-08-28 04:00:00,Service returning intermittent 5xx errors,None,281
INC100288,inventory-service,P4,Closed,Platform,2025-08-29 00:00:00,API latency increased significantly,Medium,373
INC100289,order-service,P3,Open,Platform,2025-08-29 20:00:00,Inventory data synchronization failed,None,346
INC100290,data-platform,P2,Closed,Security,2025-08-30 16:00:00,Database connection pool exhausted,High,312
INC100291,customer-portal,P3,Resolved,Application Support,2025-08-31 12:00:00,Messages delayed in processing,High,191
INC100292,vpn-service,P3,Resolved,Network,2025-09-01 08:00:00,Service returning intermittent 5xx errors,Low,52
INC100293,customer-portal,P1,Closed,Security,2025-09-02 04:00:00,Messages delayed in processing,Low,32
INC100294,inventory-service,P1,Closed,Application Support,2025-09-03 00:00:00,Service returning intermittent 5xx errors,Low,80
INC100295,inventory-service,P3,Resolved,Security,2025-09-03 20:00:00,Messages delayed in processing,Low,500
INC100296,data-platform,P1,Closed,SRE,2025-09-04 16:00:00,Users unable to authenticate,Low,568
INC100297,order-service,P2,Resolved,DBA,2025-09-05 12:00:00,Inventory data synchronization failed,Low,318
INC100298,customer-portal,P4,Closed,Platform,2025-09-06 08:00:00,API latency increased significantly,Medium,64
INC100299,payment-api,P4,Closed,Application Support,2025-09-07 04:00:00,Users unable to authenticate,Critical,305
INC100300,customer-portal,P4,Closed,SRE,2025-09-08 00:00:00,API latency increased significantly,High,709
INC100301,data-platform,P3,Closed,Application Support,2025-09-08 20:00:00,Service returning intermittent 5xx errors,Low,187
INC100302,payment-api,P4,Investigating,Platform,2025-09-09 16:00:00,Users unable to authenticate,Critical,358
INC100303,vpn-service,P3,Closed,Network,2025-09-10 12:00:00,VPN connections failing after password reset,Low,391
INC100304,inventory-service,P2,Closed,Platform,2025-09-11 08:00:00,API latency increased significantly,Critical,244
INC100305,auth-service,P2,Closed,Security,2025-09-12 04:00:00,API latency increased significantly,Low,320
INC100306,customer-portal,P3,Open,Network,2025-09-13 00:00:00,Inventory data synchronization failed,Medium,344
INC100307,inventory-service,P2,Resolved,Security,2025-09-13 20:00:00,Service returning intermittent 5xx errors,Low,346
INC100308,customer-portal,P3,Resolved,SRE,2025-09-14 16:00:00,Database connection pool exhausted,High,519
INC100309,payment-api,P4,Investigating,Network,2025-09-15 12:00:00,Users unable to authenticate,Low,422
INC100310,notification-service,P1,Resolved,Application Support,2025-09-16 08:00:00,Database connection pool exhausted,Critical,47
INC100311,notification-service,P1,Resolved,Application Support,2025-09-17 04:00:00,API latency increased significantly,None,14
INC100312,payment-api,P4,Closed,Platform,2025-09-18 00:00:00,Service returning intermittent 5xx errors,Medium,301
INC100313,customer-portal,P3,Resolved,Network,2025-09-18 20:00:00,Service returning intermittent 5xx errors,None,654
INC100314,auth-service,P2,Closed,Network,2025-09-19 16:00:00,Inventory data synchronization failed,Critical,36
INC100315,notification-service,P4,Closed,DBA,2025-09-20 12:00:00,Service returning intermittent 5xx errors,Medium,60
INC100316,notification-service,P4,Closed,DBA,2025-09-21 08:00:00,Inventory data synchronization failed,High,492
INC100317,notification-service,P3,Closed,SRE,2025-09-22 04:00:00,Application deployment caused errors,Critical,330
INC100318,vpn-service,P3,Closed,Security,2025-09-23 00:00:00,Database connection pool exhausted,Medium,173
INC100319,data-platform,P2,Closed,Platform,2025-09-23 20:00:00,API latency increased significantly,None,157
INC100320,customer-portal,P1,Closed,Platform,2025-09-24 16:00:00,Inventory data synchronization failed,Low,482
INC100321,payment-api,P3,Closed,Application Support,2025-09-25 12:00:00,Application deployment caused errors,Low,381
INC100322,inventory-service,P2,Closed,Security,2025-09-26 08:00:00,Service returning intermittent 5xx errors,Critical,463
INC100323,vpn-service,P3,Closed,Network,2025-09-27 04:00:00,Application deployment caused errors,Critical,208
INC100324,vpn-service,P4,Closed,Application Support,2025-09-28 00:00:00,Application deployment caused errors,Medium,383
INC100325,auth-service,P1,Open,Network,2025-09-28 20:00:00,Users unable to authenticate,Critical,620
INC100326,auth-service,P3,Closed,DBA,2025-09-29 16:00:00,Service returning intermittent 5xx errors,Low,234
INC100327,payment-api,P2,Closed,Platform,2025-09-30 12:00:00,Messages delayed in processing,High,291
INC100328,auth-service,P4,Closed,Platform,2025-10-01 08:00:00,Service returning intermittent 5xx errors,Low,126
INC100329,inventory-service,P2,Closed,Network,2025-10-02 04:00:00,VPN connections failing after password reset,Low,463
INC100330,inventory-service,P3,Closed,DBA,2025-10-03 00:00:00,Service returning intermittent 5xx errors,Low,33
INC100331,customer-portal,P3,Closed,Security,2025-10-03 20:00:00,Messages delayed in processing,Medium,186
INC100332,customer-portal,P3,Closed,Network,2025-10-04 16:00:00,Users unable to authenticate,Low,516
INC100333,data-platform,P3,Investigating,Application Support,2025-10-05 12:00:00,Service returning intermittent 5xx errors,Low,23
INC100334,order-service,P4,Resolved,DBA,2025-10-06 08:00:00,Service returning intermittent 5xx errors,Low,712
INC100335,data-platform,P3,Investigating,SRE,2025-10-07 04:00:00,Users unable to authenticate,None,296
INC100336,vpn-service,P4,Open,Security,2025-10-08 00:00:00,VPN connections failing after password reset,Critical,293
INC100337,customer-portal,P4,Resolved,DBA,2025-10-08 20:00:00,Service returning intermittent 5xx errors,Low,390
INC100338,auth-service,P3,Closed,Network,2025-10-09 16:00:00,Inventory data synchronization failed,None,463
INC100339,vpn-service,P3,Closed,Network,2025-10-10 12:00:00,VPN connections failing after password reset,Medium,336
INC100340,notification-service,P1,Open,Platform,2025-10-11 08:00:00,API latency increased significantly,Critical,637
INC100341,customer-portal,P4,Closed,DBA,2025-10-12 04:00:00,Application deployment caused errors,Low,693
INC100342,inventory-service,P3,Investigating,DBA,2025-10-13 00:00:00,Messages delayed in processing,Critical,152
INC100343,inventory-service,P3,Closed,Network,2025-10-13 20:00:00,Messages delayed in processing,High,511
INC100344,vpn-service,P2,Investigating,Platform,2025-10-14 16:00:00,Users unable to authenticate,High,223
INC100345,customer-portal,P4,Closed,Network,2025-10-15 12:00:00,Messages delayed in processing,Low,716
INC100346,vpn-service,P3,Resolved,Network,2025-10-16 08:00:00,VPN connections failing after password reset,None,189
INC100347,vpn-service,P3,Closed,Network,2025-10-17 04:00:00,Application deployment caused errors,Low,219
INC100348,auth-service,P2,Resolved,Platform,2025-10-18 00:00:00,Database connection pool exhausted,Critical,517
INC100349,auth-service,P4,Closed,DBA,2025-10-18 20:00:00,Messages delayed in processing,High,570
INC100350,inventory-service,P2,Resolved,Platform,2025-10-19 16:00:00,API latency increased significantly,High,101
INC100351,payment-api,P2,Closed,DBA,2025-10-20 12:00:00,Service returning intermittent 5xx errors,Critical,404
INC100352,customer-portal,P4,Closed,SRE,2025-10-21 08:00:00,Users unable to authenticate,Low,255
INC100353,order-service,P4,Closed,Network,2025-10-22 04:00:00,Inventory data synchronization failed,Low,444
INC100354,vpn-service,P2,Closed,Security,2025-10-23 00:00:00,Messages delayed in processing,Critical,405
INC100355,vpn-service,P3,Closed,Security,2025-10-23 20:00:00,API latency increased significantly,Medium,709
INC100356,auth-service,P4,Resolved,Security,2025-10-24 16:00:00,Messages delayed in processing,Low,672
INC100357,vpn-service,P4,Resolved,Security,2025-10-25 12:00:00,Service returning intermittent 5xx errors,Low,474
INC100358,payment-api,P3,Resolved,SRE,2025-10-26 08:00:00,Service returning intermittent 5xx errors,Critical,492
INC100359,notification-service,P3,Resolved,Network,2025-10-27 04:00:00,VPN connections failing after password reset,None,648
INC100360,data-platform,P4,Closed,DBA,2025-10-28 00:00:00,VPN connections failing after password reset,None,140
INC100361,vpn-service,P4,Closed,Security,2025-10-28 20:00:00,Application deployment caused errors,High,525
INC100362,auth-service,P4,Closed,DBA,2025-10-29 16:00:00,Inventory data synchronization failed,None,558
INC100363,vpn-service,P3,Closed,Application Support,2025-10-30 12:00:00,API latency increased significantly,None,100
INC100364,payment-api,P2,Closed,Platform,2025-10-31 08:00:00,Inventory data synchronization failed,Critical,635
INC100365,inventory-service,P4,Closed,SRE,2025-11-01 04:00:00,Database connection pool exhausted,Medium,506
INC100366,order-service,P4,Closed,SRE,2025-11-02 00:00:00,Inventory data synchronization failed,High,256
INC100367,customer-portal,P4,Resolved,DBA,2025-11-02 20:00:00,Users unable to authenticate,Medium,353
INC100368,payment-api,P2,Closed,DBA,2025-11-03 16:00:00,Service returning intermittent 5xx errors,None,357
INC100369,data-platform,P2,Closed,Platform,2025-11-04 12:00:00,Service returning intermittent 5xx errors,None,662
INC100370,customer-portal,P4,Resolved,Security,2025-11-05 08:00:00,Application deployment caused errors,High,698
INC100371,notification-service,P1,Resolved,Security,2025-11-06 04:00:00,Service returning intermittent 5xx errors,None,582
INC100372,order-service,P4,Closed,Network,2025-11-07 00:00:00,Application deployment caused errors,Medium,473
INC100373,customer-portal,P3,Closed,Platform,2025-11-07 20:00:00,Messages delayed in processing,Low,83
INC100374,vpn-service,P4,Closed,Security,2025-11-08 16:00:00,Users unable to authenticate,Low,659
INC100375,payment-api,P4,Closed,Security,2025-11-09 12:00:00,Inventory data synchronization failed,Critical,105
INC100376,notification-service,P3,Resolved,Platform,2025-11-10 08:00:00,Users unable to authenticate,High,128
INC100377,notification-service,P3,Resolved,Platform,2025-11-11 04:00:00,Users unable to authenticate,High,59
INC100378,order-service,P3,Closed,Network,2025-11-12 00:00:00,VPN connections failing after password reset,Low,682
INC100379,customer-portal,P3,Closed,DBA,2025-11-12 20:00:00,API latency increased significantly,Low,360
INC100380,payment-api,P3,Closed,SRE,2025-11-13 16:00:00,API latency increased significantly,High,177
INC100381,vpn-service,P3,Closed,Application Support,2025-11-14 12:00:00,Users unable to authenticate,None,67
INC100382,vpn-service,P4,Resolved,Network,2025-11-15 08:00:00,VPN connections failing after password reset,Low,302
INC100383,auth-service,P3,Closed,Network,2025-11-16 04:00:00,Service returning intermittent 5xx errors,High,523
INC100384,payment-api,P2,Resolved,SRE,2025-11-17 00:00:00,Users unable to authenticate,High,716
INC100385,payment-api,P3,Resolved,Application Support,2025-11-17 20:00:00,VPN connections failing after password reset,None,402
INC100386,payment-api,P3,Investigating,Platform,2025-11-18 16:00:00,Database connection pool exhausted,High,441
INC100387,data-platform,P2,Investigating,Application Support,2025-11-19 12:00:00,Messages delayed in processing,Medium,603
INC100388,vpn-service,P2,Closed,Network,2025-11-20 08:00:00,Users unable to authenticate,Low,650
INC100389,auth-service,P3,Resolved,Application Support,2025-11-21 04:00:00,Messages delayed in processing,High,208
INC100390,notification-service,P3,Resolved,Platform,2025-11-22 00:00:00,Inventory data synchronization failed,Critical,714
INC100391,auth-service,P4,Closed,SRE,2025-11-22 20:00:00,Database connection pool exhausted,Medium,378
INC100392,customer-portal,P2,Closed,Security,2025-11-23 16:00:00,API latency increased significantly,Low,670
INC100393,inventory-service,P2,Open,Security,2025-11-24 12:00:00,VPN connections failing after password reset,Low,93
INC100394,notification-service,P4,Resolved,DBA,2025-11-25 08:00:00,VPN connections failing after password reset,Medium,79
INC100395,data-platform,P4,Investigating,SRE,2025-11-26 04:00:00,Service returning intermittent 5xx errors,None,638
INC100396,payment-api,P2,Closed,Application Support,2025-11-27 00:00:00,VPN connections failing after password reset,Medium,487
INC100397,auth-service,P2,Resolved,Network,2025-11-27 20:00:00,Users unable to authenticate,None,134
INC100398,customer-portal,P2,Open,Application Support,2025-11-28 16:00:00,VPN connections failing after password reset,None,645
INC100399,customer-portal,P3,Open,Application Support,2025-11-29 12:00:00,Application deployment caused errors,Medium,82
INC100400,vpn-service,P3,Closed,Application Support,2025-11-30 08:00:00,VPN connections failing after password reset,High,494
INC100401,data-platform,P2,Open,Security,2025-12-01 04:00:00,Inventory data synchronization failed,Critical,155
INC100402,customer-portal,P1,Closed,Security,2025-12-02 00:00:00,API latency increased significantly,None,60
INC100403,vpn-service,P3,Investigating,DBA,2025-12-02 20:00:00,Application deployment caused errors,Low,582
INC100404,order-service,P4,Closed,SRE,2025-12-03 16:00:00,Inventory data synchronization failed,Medium,611
INC100405,inventory-service,P3,Resolved,Network,2025-12-04 12:00:00,Application deployment caused errors,Medium,85
INC100406,order-service,P3,Resolved,Security,2025-12-05 08:00:00,Messages delayed in processing,Critical,76
INC100407,auth-service,P2,Open,Security,2025-12-06 04:00:00,Messages delayed in processing,High,446
INC100408,vpn-service,P2,Closed,DBA,2025-12-07 00:00:00,VPN connections failing after password reset,Medium,30
INC100409,payment-api,P2,Closed,Security,2025-12-07 20:00:00,Application deployment caused errors,None,539
INC100410,auth-service,P4,Open,SRE,2025-12-08 16:00:00,Inventory data synchronization failed,None,660
INC100411,auth-service,P4,Investigating,Network,2025-12-09 12:00:00,Database connection pool exhausted,None,543
INC100412,customer-portal,P4,Closed,DBA,2025-12-10 08:00:00,Service returning intermittent 5xx errors,High,173
INC100413,auth-service,P4,Closed,Application Support,2025-12-11 04:00:00,Service returning intermittent 5xx errors,Low,144
INC100414,payment-api,P4,Investigating,Platform,2025-12-12 00:00:00,Users unable to authenticate,Low,493
INC100415,notification-service,P4,Resolved,Platform,2025-12-12 20:00:00,Service returning intermittent 5xx errors,High,53
INC100416,vpn-service,P1,Closed,Network,2025-12-13 16:00:00,Users unable to authenticate,Critical,391
INC100417,payment-api,P2,Closed,Platform,2025-12-14 12:00:00,Service returning intermittent 5xx errors,Medium,328
INC100418,customer-portal,P3,Closed,DBA,2025-12-15 08:00:00,Application deployment caused errors,Critical,538
INC100419,inventory-service,P3,Closed,DBA,2025-12-16 04:00:00,Service returning intermittent 5xx errors,High,153
INC100420,vpn-service,P2,Closed,Security,2025-12-17 00:00:00,Messages delayed in processing,High,551
INC100421,notification-service,P4,Resolved,Application Support,2025-12-17 20:00:00,API latency increased significantly,Critical,506
INC100422,data-platform,P3,Closed,SRE,2025-12-18 16:00:00,Users unable to authenticate,None,179
INC100423,inventory-service,P3,Resolved,Platform,2025-12-19 12:00:00,Messages delayed in processing,High,263
INC100424,order-service,P2,Resolved,Platform,2025-12-20 08:00:00,Application deployment caused errors,Critical,56
INC100425,auth-service,P2,Open,Platform,2025-12-21 04:00:00,Inventory data synchronization failed,Critical,329
INC100426,data-platform,P2,Resolved,Security,2025-12-22 00:00:00,Application deployment caused errors,Medium,195
INC100427,data-platform,P4,Closed,SRE,2025-12-22 20:00:00,VPN connections failing after password reset,High,90
INC100428,payment-api,P3,Open,SRE,2025-12-23 16:00:00,Messages delayed in processing,Critical,407
INC100429,notification-service,P4,Resolved,Application Support,2025-12-24 12:00:00,Users unable to authenticate,Critical,412
INC100430,payment-api,P2,Closed,Application Support,2025-12-25 08:00:00,Inventory data synchronization failed,Critical,71
INC100431,notification-service,P3,Closed,Platform,2025-12-26 04:00:00,Messages delayed in processing,Critical,141
INC100432,data-platform,P3,Closed,Platform,2025-12-27 00:00:00,API latency increased significantly,Low,68
INC100433,auth-service,P4,Closed,DBA,2025-12-27 20:00:00,API latency increased significantly,High,492
INC100434,order-service,P4,Closed,DBA,2025-12-28 16:00:00,VPN connections failing after password reset,Medium,250
INC100435,payment-api,P2,Investigating,Application Support,2025-12-29 12:00:00,Service returning intermittent 5xx errors,Critical,60
INC100436,inventory-service,P4,Closed,Network,2025-12-30 08:00:00,Inventory data synchronization failed,Critical,145
INC100437,vpn-service,P2,Closed,SRE,2025-12-31 04:00:00,API latency increased significantly,Critical,702
INC100438,payment-api,P4,Resolved,Network,2026-01-01 00:00:00,Service returning intermittent 5xx errors,Medium,191
INC100439,order-service,P2,Open,DBA,2026-01-01 20:00:00,API latency increased significantly,Medium,496
INC100440,vpn-service,P2,Resolved,DBA,2026-01-02 16:00:00,Inventory data synchronization failed,None,342
INC100441,customer-portal,P4,Closed,DBA,2026-01-03 12:00:00,API latency increased significantly,High,139
INC100442,auth-service,P2,Resolved,Application Support,2026-01-04 08:00:00,VPN connections failing after password reset,Medium,228
INC100443,order-service,P3,Investigating,Security,2026-01-05 04:00:00,Inventory data synchronization failed,Medium,20
INC100444,inventory-service,P3,Closed,Platform,2026-01-06 00:00:00,Service returning intermittent 5xx errors,High,540
INC100445,notification-service,P2,Closed,Network,2026-01-06 20:00:00,Inventory data synchronization failed,Critical,247
INC100446,customer-portal,P4,Resolved,Security,2026-01-07 16:00:00,API latency increased significantly,None,364
INC100447,vpn-service,P4,Closed,Network,2026-01-08 12:00:00,Messages delayed in processing,Medium,118
INC100448,inventory-service,P4,Open,Network,2026-01-09 08:00:00,Users unable to authenticate,High,595
INC100449,customer-portal,P3,Closed,Platform,2026-01-10 04:00:00,Users unable to authenticate,Critical,165
INC100450,vpn-service,P3,Closed,Platform,2026-01-11 00:00:00,Inventory data synchronization failed,High,412
INC100451,vpn-service,P2,Open,Security,2026-01-11 20:00:00,Inventory data synchronization failed,High,629
INC100452,order-service,P2,Closed,Application Support,2026-01-12 16:00:00,Application deployment caused errors,Critical,516
INC100453,payment-api,P2,Closed,Security,2026-01-13 12:00:00,Messages delayed in processing,Critical,438
INC100454,inventory-service,P4,Closed,Platform,2026-01-14 08:00:00,Database connection pool exhausted,High,640
INC100455,inventory-service,P4,Closed,SRE,2026-01-15 04:00:00,Users unable to authenticate,Low,135
INC100456,auth-service,P4,Closed,SRE,2026-01-16 00:00:00,API latency increased significantly,Medium,694
INC100457,notification-service,P3,Open,Network,2026-01-16 20:00:00,Messages delayed in processing,High,405
INC100458,data-platform,P3,Closed,DBA,2026-01-17 16:00:00,API latency increased significantly,None,300
INC100459,payment-api,P3,Closed,Application Support,2026-01-18 12:00:00,Database connection pool exhausted,High,191
INC100460,notification-service,P3,Closed,Application Support,2026-01-19 08:00:00,Users unable to authenticate,Medium,538
INC100461,auth-service,P3,Resolved,SRE,2026-01-20 04:00:00,Database connection pool exhausted,Critical,703
INC100462,notification-service,P2,Closed,Security,2026-01-21 00:00:00,Users unable to authenticate,Low,499
INC100463,order-service,P2,Investigating,Platform,2026-01-21 20:00:00,Service returning intermittent 5xx errors,Critical,33
INC100464,payment-api,P4,Closed,Platform,2026-01-22 16:00:00,Users unable to authenticate,Medium,343
INC100465,vpn-service,P3,Open,DBA,2026-01-23 12:00:00,VPN connections failing after password reset,Medium,529
INC100466,auth-service,P4,Closed,SRE,2026-01-24 08:00:00,API latency increased significantly,High,292
INC100467,inventory-service,P2,Closed,Network,2026-01-25 04:00:00,Service returning intermittent 5xx errors,Medium,558
INC100468,auth-service,P3,Closed,DBA,2026-01-26 00:00:00,VPN connections failing after password reset,Critical,512
INC100469,vpn-service,P2,Closed,Platform,2026-01-26 20:00:00,Users unable to authenticate,None,57
INC100470,notification-service,P2,Resolved,DBA,2026-01-27 16:00:00,Service returning intermittent 5xx errors,High,406
INC100471,data-platform,P1,Closed,Network,2026-01-28 12:00:00,Users unable to authenticate,Critical,132
INC100472,order-service,P2,Closed,Security,2026-01-29 08:00:00,Database connection pool exhausted,Low,355
INC100473,order-service,P4,Resolved,Platform,2026-01-30 04:00:00,Application deployment caused errors,Low,282
INC100474,notification-service,P3,Investigating,SRE,2026-01-31 00:00:00,Users unable to authenticate,Medium,582
INC100475,data-platform,P3,Resolved,DBA,2026-01-31 20:00:00,API latency increased significantly,High,626
INC100476,data-platform,P3,Closed,Platform,2026-02-01 16:00:00,Users unable to authenticate,Critical,337
INC100477,payment-api,P3,Closed,Security,2026-02-02 12:00:00,API latency increased significantly,High,391
INC100478,notification-service,P3,Closed,SRE,2026-02-03 08:00:00,Messages delayed in processing,High,454
INC100479,payment-api,P2,Resolved,DBA,2026-02-04 04:00:00,API latency increased significantly,Medium,475
INC100480,customer-portal,P4,Closed,Application Support,2026-02-05 00:00:00,Messages delayed in processing,High,461
INC100481,data-platform,P4,Resolved,SRE,2026-02-05 20:00:00,Application deployment caused errors,Low,565
INC100482,customer-portal,P4,Closed,Platform,2026-02-06 16:00:00,Application deployment caused errors,Medium,707
INC100483,data-platform,P3,Resolved,Application Support,2026-02-07 12:00:00,VPN connections failing after password reset,None,597
INC100484,order-service,P2,Closed,DBA,2026-02-08 08:00:00,Messages delayed in processing,None,105
INC100485,auth-service,P4,Closed,Platform,2026-02-09 04:00:00,Application deployment caused errors,Critical,348
INC100486,customer-portal,P3,Resolved,Platform,2026-02-10 00:00:00,Inventory data synchronization failed,Critical,337
INC100487,inventory-service,P1,Closed,Security,2026-02-10 20:00:00,API latency increased significantly,Medium,371
INC100488,data-platform,P3,Closed,Application Support,2026-02-11 16:00:00,Users unable to authenticate,None,385
INC100489,inventory-service,P4,Investigating,Network,2026-02-12 12:00:00,Service returning intermittent 5xx errors,None,519
INC100490,vpn-service,P3,Investigating,Network,2026-02-13 08:00:00,Application deployment caused errors,None,308
INC100491,data-platform,P4,Closed,Security,2026-02-14 04:00:00,VPN connections failing after password reset,High,196
INC100492,data-platform,P4,Resolved,Platform,2026-02-15 00:00:00,API latency increased significantly,Low,334
INC100493,inventory-service,P2,Open,Platform,2026-02-15 20:00:00,API latency increased significantly,Low,616
INC100494,customer-portal,P4,Closed,Security,2026-02-16 16:00:00,API latency increased significantly,Critical,231
INC100495,order-service,P3,Closed,Platform,2026-02-17 12:00:00,Inventory data synchronization failed,Critical,24
INC100496,payment-api,P3,Resolved,Security,2026-02-18 08:00:00,VPN connections failing after password reset,High,703
INC100497,customer-portal,P1,Resolved,Network,2026-02-19 04:00:00,Application deployment caused errors,Low,148
INC100498,vpn-service,P4,Closed,Application Support,2026-02-20 00:00:00,API latency increased significantly,Medium,438
INC100499,order-service,P2,Closed,SRE,2026-02-20 20:00:00,Database connection pool exhausted,Low,578
INC100500,payment-api,P1,Closed,Application Support,2026-02-21 16:00:00,Service returning intermittent 5xx errors,Critical,204
INC100501,notification-service,P3,Resolved,Platform,2026-02-22 12:00:00,Application deployment caused errors,None,251
INC100502,vpn-service,P2,Closed,SRE,2026-02-23 08:00:00,VPN connections failing after password reset,High,209
INC100503,data-platform,P2,Closed,Security,2026-02-24 04:00:00,VPN connections failing after password reset,Medium,116
INC100504,customer-portal,P3,Investigating,DBA,2026-02-25 00:00:00,Database connection pool exhausted,High,118
INC100505,order-service,P3,Closed,Application Support,2026-02-25 20:00:00,API latency increased significantly,Medium,142
INC100506,inventory-service,P4,Closed,SRE,2026-02-26 16:00:00,Application deployment caused errors,None,335
INC100507,auth-service,P3,Investigating,SRE,2026-02-27 12:00:00,Database connection pool exhausted,High,386
INC100508,customer-portal,P4,Investigating,DBA,2026-02-28 08:00:00,Messages delayed in processing,High,21
INC100509,auth-service,P3,Closed,Application Support,2026-03-01 04:00:00,Service returning intermittent 5xx errors,Medium,610
INC100510,vpn-service,P3,Open,Network,2026-03-02 00:00:00,API latency increased significantly,Low,489
INC100511,notification-service,P3,Resolved,Security,2026-03-02 20:00:00,Inventory data synchronization failed,Low,60
INC100512,data-platform,P3,Investigating,Application Support,2026-03-03 16:00:00,Service returning intermittent 5xx errors,Medium,608
INC100513,data-platform,P4,Resolved,Application Support,2026-03-04 12:00:00,Service returning intermittent 5xx errors,Low,31
INC100514,vpn-service,P3,Resolved,DBA,2026-03-05 08:00:00,Inventory data synchronization failed,Low,407
INC100515,payment-api,P2,Closed,Security,2026-03-06 04:00:00,API latency increased significantly,Low,340
INC100516,vpn-service,P3,Resolved,DBA,2026-03-07 00:00:00,API latency increased significantly,None,366
INC100517,payment-api,P4,Open,Security,2026-03-07 20:00:00,VPN connections failing after password reset,Critical,688
INC100518,order-service,P1,Closed,DBA,2026-03-08 16:00:00,Users unable to authenticate,Low,668
INC100519,inventory-service,P3,Resolved,DBA,2026-03-09 12:00:00,Service returning intermittent 5xx errors,None,208
INC100520,customer-portal,P4,Closed,Network,2026-03-10 08:00:00,Service returning intermittent 5xx errors,None,421
INC100521,auth-service,P4,Investigating,DBA,2026-03-11 04:00:00,Service returning intermittent 5xx errors,Critical,691
INC100522,auth-service,P4,Open,Security,2026-03-12 00:00:00,Users unable to authenticate,Medium,527
INC100523,data-platform,P3,Resolved,Application Support,2026-03-12 20:00:00,Messages delayed in processing,Low,640
INC100524,customer-portal,P3,Closed,DBA,2026-03-13 16:00:00,API latency increased significantly,Medium,318
INC100525,customer-portal,P3,Resolved,SRE,2026-03-14 12:00:00,Service returning intermittent 5xx errors,None,211
INC100526,vpn-service,P4,Closed,DBA,2026-03-15 08:00:00,Service returning intermittent 5xx errors,Low,372
INC100527,auth-service,P3,Resolved,Platform,2026-03-16 04:00:00,Database connection pool exhausted,Low,590
INC100528,vpn-service,P4,Closed,SRE,2026-03-17 00:00:00,Inventory data synchronization failed,Critical,669
INC100529,vpn-service,P3,Closed,SRE,2026-03-17 20:00:00,API latency increased significantly,None,496
INC100530,inventory-service,P3,Open,DBA,2026-03-18 16:00:00,Service returning intermittent 5xx errors,Medium,511
INC100531,auth-service,P4,Closed,Application Support,2026-03-19 12:00:00,Users unable to authenticate,High,373
INC100532,auth-service,P3,Resolved,DBA,2026-03-20 08:00:00,Database connection pool exhausted,Critical,236
INC100533,customer-portal,P4,Resolved,Network,2026-03-21 04:00:00,Users unable to authenticate,Medium,310
INC100534,inventory-service,P3,Investigating,SRE,2026-03-22 00:00:00,Application deployment caused errors,Low,363
INC100535,auth-service,P3,Closed,Security,2026-03-22 20:00:00,Inventory data synchronization failed,Low,589
INC100536,order-service,P3,Closed,SRE,2026-03-23 16:00:00,API latency increased significantly,Low,404
INC100537,payment-api,P3,Open,Application Support,2026-03-24 12:00:00,Application deployment caused errors,High,573
INC100538,inventory-service,P3,Closed,Security,2026-03-25 08:00:00,API latency increased significantly,Low,29
INC100539,payment-api,P2,Closed,Application Support,2026-03-26 04:00:00,Users unable to authenticate,High,547
INC100540,notification-service,P2,Resolved,Platform,2026-03-27 00:00:00,Application deployment caused errors,High,370
INC100541,payment-api,P3,Closed,SRE,2026-03-27 20:00:00,Application deployment caused errors,Critical,718
INC100542,auth-service,P3,Closed,Platform,2026-03-28 16:00:00,API latency increased significantly,Low,344
INC100543,auth-service,P3,Closed,Security,2026-03-29 12:00:00,VPN connections failing after password reset,Critical,349
INC100544,data-platform,P1,Closed,Platform,2026-03-30 08:00:00,Users unable to authenticate,Medium,100
INC100545,payment-api,P3,Open,Application Support,2026-03-31 04:00:00,Messages delayed in processing,High,582
INC100546,order-service,P2,Resolved,SRE,2026-04-01 00:00:00,Messages delayed in processing,High,508
INC100547,inventory-service,P4,Closed,SRE,2026-04-01 20:00:00,Messages delayed in processing,Critical,622
INC100548,inventory-service,P4,Investigating,Platform,2026-04-02 16:00:00,VPN connections failing after password reset,Medium,75
INC100549,notification-service,P2,Resolved,Security,2026-04-03 12:00:00,Messages delayed in processing,High,160
