service_id,service_name,business_domain,owner_team,criticality,sla_hours,environment,support_window
SRV0408,customer-portal,Commerce,Platform,Medium,2,Staging,Extended Hours
SRV0409,customer-portal,Payments,DBA,Medium,4,Production,Business Hours
SRV0410,order-service,Payments,Platform,High,1,Production,Business Hours
SRV0411,auth-service,Infrastructure,Platform,Medium,4,Development,24x7
SRV0412,order-service,Customer Experience,SRE,Critical,1,Development,Extended Hours
SRV0413,inventory-service,Customer Experience,Network,Critical,1,Development,24x7
SRV0414,auth-service,Data,Security,Medium,8,Production,24x7
SRV0415,inventory-service,Customer Experience,DBA,High,48,Development,Business Hours
SRV0416,payment-api,Commerce,Application Support,Low,8,Staging,24x7
SRV0417,inventory-service,Identity,Security,Medium,24,Staging,Extended Hours
SRV0418,payment-api,Identity,Security,Critical,24,Staging,Business Hours
SRV0419,auth-service,Identity,Network,Critical,48,Development,24x7
SRV0420,customer-portal,Infrastructure,DBA,Medium,1,Production,24x7
SRV0421,inventory-service,Payments,DBA,High,2,Staging,24x7
SRV0422,notification-service,Customer Experience,Security,High,8,Staging,Business Hours
SRV0423,order-service,Infrastructure,DBA,High,24,Staging,Business Hours
SRV0424,auth-service,Commerce,Network,High,24,Staging,24x7
SRV0425,order-service,Infrastructure,SRE,Medium,24,Production,Extended Hours
SRV0426,data-platform,Payments,Application Support,Medium,2,Production,Business Hours
SRV0427,payment-api,Commerce,Network,Critical,4,Production,Business Hours
SRV0428,notification-service,Payments,Security,Medium,1,Staging,Business Hours
SRV0429,order-service,Payments,Security,High,2,Staging,Business Hours
SRV0430,payment-api,Payments,SRE,Medium,1,Staging,24x7
SRV0431,notification-service,Infrastructure,DBA,Critical,48,Staging,Extended Hours
SRV0432,payment-api,Infrastructure,Network,Medium,1,Production,24x7
SRV0433,customer-portal,Customer Experience,Platform,High,4,Production,24x7
SRV0434,auth-service,Customer Experience,Platform,Medium,48,Production,Business Hours
SRV0435,inventory-service,Customer Experience,DBA,High,48,Development,Extended Hours
SRV0436,payment-api,Customer Experience,SRE,Low,4,Production,Extended Hours
SRV0437,payment-api,Payments,DBA,High,4,Development,24x7
SRV0438,inventory-service,Infrastructure,Application Support,Low,8,Development,Business Hours
SRV0439,vpn-service,Infrastructure,SRE,Low,24,Production,Business Hours
SRV0440,payment-api,Payments,SRE,High,24,Staging,24x7
SRV0441,order-service,Payments,SRE,High,8,Production,Extended Hours
SRV0442,data-platform,Customer Experience,Security,High,4,Production,24x7
SRV0443,customer-portal,Customer Experience,Application Support,Low,4,Production,24x7
SRV0444,order-service,Identity,Application Support,Medium,8,Production,24x7
SRV0445,data-platform,Payments,SRE,Medium,48,Production,Extended Hours
SRV0446,notification-service,Commerce,Network,Critical,1,Production,24x7
SRV0447,customer-portal,Payments,SRE,Medium,24,Production,Extended Hours
SRV0448,data-platform,Infrastructure,Network,Critical,4,Production,Extended Hours
SRV0449,notification-service,Commerce,Platform,Critical,1,Production,24x7
SRV0450,inventory-service,Payments,DBA,High,1,Production,24x7
SRV0451,order-service,Customer Experience,Application Support,Medium,4,Development,Extended Hours
SRV0452,vpn-service,Infrastructure,Security,Low,2,Production,24x7
SRV0453,data-platform,Customer Experience,SRE,Medium,1,Production,Business Hours
SRV0454,vpn-service,Customer Experience,Platform,High,2,Development,Extended Hours
SRV0455,notification-service,Payments,Platform,High,48,Staging,24x7
SRV0456,customer-portal,Infrastructure,Platform,Medium,24,Staging,Business Hours
SRV0457,payment-api,Infrastructure,Network,Medium,2,Staging,Business Hours
SRV0458,auth-service,Infrastructure,DBA,High,24,Production,Business Hours
SRV0459,vpn-service,Identity,Security,High,4,Staging,Extended Hours
SRV0460,customer-portal,Commerce,Application Support,Medium,24,Production,Business Hours
SRV0461,payment-api,Customer Experience,Security,Low,2,Production,24x7
SRV0462,auth-service,Payments,Platform,Medium,1,Production,Extended Hours
SRV0463,payment-api,Data,Platform,Critical,2,Staging,Business Hours
SRV0464,inventory-service,Infrastructure,Network,Medium,48,Production,24x7
SRV0465,inventory-service,Infrastructure,Security,High,8,Production,Business Hours
SRV0466,order-service,Data,Application Support,Low,1,Production,24x7
SRV0467,notification-service,Infrastructure,Network,High,48,Staging,Business Hours
SRV0468,order-service,Customer Experience,Platform,High,24,Production,Extended Hours
SRV0469,vpn-service,Infrastructure,SRE,Medium,8,Production,24x7
SRV0470,data-platform,Payments,SRE,High,24,Production,Extended Hours
SRV0471,payment-api,Identity,DBA,High,2,Staging,Extended Hours
SRV0472,customer-portal,Identity,DBA,Medium,8,Production,Extended Hours
SRV0473,data-platform,Commerce,DBA,Medium,48,Development,Business Hours
SRV0474,inventory-service,Commerce,SRE,Medium,4,Production,24x7
SRV0475,data-platform,Identity,Network,High,1,Production,24x7
SRV0476,customer-portal,Infrastructure,Platform,Critical,24,Production,Extended Hours
SRV0477,payment-api,Payments,Network,Medium,24,Production,Business Hours
SRV0478,data-platform,Infrastructure,DBA,High,24,Production,Business Hours
SRV0479,data-platform,Data,Platform,High,8,Production,Extended Hours
SRV0480,notification-service,Customer Experience,DBA,Low,1,Development,Extended Hours
SRV0481,order-service,Payments,Platform,Low,1,Production,Extended Hours
SRV0482,payment-api,Identity,DBA,Critical,24,Production,Extended Hours
SRV0483,notification-service,Customer Experience,Network,Medium,48,Production,Extended Hours
SRV0484,notification-service,Commerce,Network,Medium,1,Production,24x7
SRV0485,notification-service,Data,SRE,High,8,Production,24x7
SRV0486,auth-service,Payments,DBA,Medium,8,Production,24x7
SRV0487,notification-service,Infrastructure,Application Support,Critical,4,Production,Business Hours
SRV0488,notification-service,Identity,DBA,Critical,8,Production,Business Hours
SRV0489,data-platform,Customer Experience,Security,Low,48,Development,Extended Hours
SRV0490,inventory-service,Commerce,Security,Medium,24,Staging,Extended Hours
SRV0491,notification-service,Identity,SRE,High,1,Development,Extended Hours
SRV0492,order-service,Data,Security,Medium,4,Production,24x7
SRV0493,notification-service,Commerce,Platform,Low,48,Development,Extended Hours
SRV0494,notification-service,Commerce,DBA,High,2,Production,Extended Hours
SRV0495,data-platform,Customer Experience,Application Support,Low,48,Production,Extended Hours
SRV0496,data-platform,Commerce,Application Support,Low,4,Staging,Business Hours
SRV0497,payment-api,Commerce,Network,High,8,Production,Extended Hours
SRV0498,data-platform,Data,Application Support,Medium,2,Production,Business Hours
SRV0499,data-platform,Identity,DBA,Medium,48,Staging,24x7
SRV0500,inventory-service,Infrastructure,SRE,Medium,8,Production,Business Hours
SRV0501,inventory-service,Identity,Platform,High,8,Production,24x7
SRV0502,notification-service,Identity,Application Support,Critical,4,Production,Extended Hours
SRV0503,order-service,Payments,Application Support,High,1,Production,24x7
SRV0504,order-service,Commerce,Application Support,Medium,24,Development,24x7
SRV0505,data-platform,Data,Network,Medium,2,Production,Business Hours
SRV0506,data-platform,Infrastructure,Platform,Medium,2,Production,Business Hours
SRV0507,auth-service,Customer Experience,Security,Medium,24,Production,Business Hours
SRV0508,data-platform,Infrastructure,SRE,Critical,2,Development,24x7
SRV0509,customer-portal,Identity,Application Support,Critical,24,Staging,Business Hours
SRV0510,auth-service,Infrastructure,DBA,Medium,4,Production,Extended Hours
SRV0511,vpn-service,Identity,DBA,Medium,24,Development,24x7
SRV0512,auth-service,Identity,Network,Medium,1,Production,Extended Hours
SRV0513,auth-service,Commerce,Application Support,High,24,Development,24x7
SRV0514,customer-portal,Data,Security,High,2,Production,24x7
SRV0515,order-service,Identity,SRE,Low,48,Production,Extended Hours
SRV0516,auth-service,Customer Experience,DBA,High,4,Production,24x7
SRV0517,auth-service,Identity,Application Support,Critical,1,Development,Business Hours
SRV0518,order-service,Commerce,SRE,Medium,4,Development,Business Hours
SRV0519,auth-service,Data,Security,Medium,1,Production,Business Hours
SRV0520,auth-service,Commerce,Platform,Low,2,Production,Business Hours
SRV0521,vpn-service,Commerce,DBA,Low,24,Production,Business Hours
SRV0522,inventory-service,Customer Experience,Application Support,Medium,8,Production,Extended Hours
SRV0523,payment-api,Commerce,Network,Critical,24,Production,Business Hours
SRV0524,payment-api,Payments,SRE,Medium,48,Production,Business Hours
SRV0525,data-platform,Infrastructure,SRE,Low,4,Staging,Extended Hours
SRV0526,customer-portal,Infrastructure,Security,High,8,Production,Business Hours
SRV0527,auth-service,Identity,Application Support,Low,1,Development,Extended Hours
SRV0528,notification-service,Customer Experience,Platform,Medium,2,Production,Extended Hours
SRV0529,data-platform,Commerce,Application Support,Critical,24,Production,Extended Hours
SRV0530,order-service,Payments,Network,Medium,1,Production,Business Hours
SRV0531,notification-service,Identity,SRE,Medium,4,Production,Business Hours
SRV0532,order-service,Infrastructure,DBA,Critical,1,Production,24x7
SRV0533,payment-api,Identity,Application Support,High,48,Staging,24x7
SRV0534,data-platform,Commerce,Platform,Medium,8,Production,24x7
SRV0535,vpn-service,Infrastructure,Application Support,High,8,Production,Business Hours
SRV0536,vpn-service,Customer Experience,DBA,High,24,Development,24x7
SRV0537,payment-api,Commerce,Network,Medium,2,Production,24x7
SRV0538,inventory-service,Customer Experience,Security,Medium,1,Production,Business Hours
SRV0539,inventory-service,Identity,Network,Medium,4,Staging,Business Hours
SRV0540,payment-api,Customer Experience,SRE,Low,2,Production,24x7
SRV0541,vpn-service,Identity,Application Support,Low,2,Production,Business Hours
SRV0542,payment-api,Payments,Network,Medium,2,Staging,Business Hours
SRV0543,customer-portal,Infrastructure,DBA,High,24,Development,24x7
SRV0544,vpn-service,Infrastructure,Security,Medium,2,Production,24x7
SRV0545,inventory-service,Customer Experience,SRE,High,1,Production,24x7
SRV0546,notification-service,Customer Experience,Security,Medium,48,Staging,Extended Hours
SRV0547,order-service,Payments,Network,Medium,1,Production,24x7
SRV0548,data-platform,Data,DBA,High,2,Production,24x7
SRV0549,payment-api,Infrastructure,Network,Medium,4,Production,24x7
SRV0550,notification-service,Data,Security,Medium,1,Staging,Business Hours
SRV0551,payment-api,Payments,Platform,Low,48,Production,Extended Hours
SRV0552,auth-service,Payments,SRE,High,4,Production,24x7
SRV0553,inventory-service,Infrastructure,Network,Low,24,Production,Extended Hours
SRV0554,order-service,Customer Experience,SRE,Critical,1,Production,24x7
SRV0555,auth-service,Identity,Platform,Medium,8,Development,Business Hours
SRV0556,data-platform,Payments,DBA,Low,1,Production,24x7
SRV0557,customer-portal,Commerce,Security,High,2,Production,24x7
SRV0558,data-platform,Identity,Security,Critical,4,Development,Business Hours
SRV0559,payment-api,Customer Experience,Platform,Medium,48,Production,Business Hours
SRV0560,auth-service,Customer Experience,Security,Medium,2,Production,Extended Hours
SRV0561,customer-portal,Data,Network,High,24,Production,Business Hours
SRV0562,inventory-service,Customer Experience,Platform,Medium,1,Staging,24x7
SRV0563,order-service,Identity,Security,Medium,2,Staging,Business Hours
SRV0564,auth-service,Customer Experience,DBA,High,8,Staging,Extended Hours
SRV0565,inventory-service,Commerce,Network,Medium,4,Production,Business Hours
SRV0566,vpn-service,Commerce,DBA,High,8,Production,Business Hours
SRV0567,auth-service,Payments,Security,High,24,Production,Business Hours
SRV0568,customer-portal,Identity,Platform,Medium,1,Development,Business Hours
SRV0569,order-service,Identity,SRE,High,24,Production,Extended Hours
SRV0570,notification-service,Commerce,DBA,Low,48,Production,Business Hours
SRV0571,auth-service,Identity,SRE,Medium,24,Staging,Business Hours
SRV0572,auth-service,Payments,DBA,Medium,2,Production,Business Hours
SRV0573,auth-service,Data,Network,High,4,Production,Business Hours
SRV0574,inventory-service,Customer Experience,Platform,High,48,Production,Extended Hours
SRV0575,payment-api,Payments,DBA,Medium,24,Production,Extended Hours
SRV0576,notification-service,Data,Network,Medium,48,Development,Extended Hours
SRV0577,order-service,Customer Experience,Network,Medium,48,Production,Business Hours
SRV0578,customer-portal,Commerce,Platform,High,4,Development,Extended Hours
SRV0579,data-platform,Identity,Security,High,1,Production,24x7
SRV0580,data-platform,Payments,Application Support,Critical,2,Production,24x7
SRV0581,data-platform,Customer Experience,DBA,Medium,2,Development,24x7
SRV0582,vpn-service,Commerce,Platform,High,48,Development,Business Hours
SRV0583,auth-service,Payments,Application Support,Medium,2,Production,Extended Hours
SRV0584,data-platform,Customer Experience,SRE,Medium,4,Staging,24x7
SRV0585,auth-service,Infrastructure,Platform,High,48,Development,24x7
SRV0586,customer-portal,Infrastructure,SRE,Medium,1,Staging,Business Hours
SRV0587,inventory-service,Payments,Application Support,Medium,8,Production,Extended Hours
SRV0588,notification-service,Payments,SRE,Low,8,Production,24x7
SRV0589,inventory-service,Identity,DBA,Critical,48,Production,Extended Hours
SRV0590,inventory-service,Payments,Platform,Medium,4,Production,24x7
SRV0591,order-service,Data,Platform,Critical,8,Production,24x7
SRV0592,inventory-service,Commerce,DBA,Medium,48,Production,Business Hours
SRV0593,order-service,Infrastructure,Security,Medium,48,Production,Extended Hours
SRV0594,order-service,Payments,SRE,High,24,Production,Extended Hours
SRV0595,inventory-service,Infrastructure,SRE,Medium,24,Production,24x7
SRV0596,inventory-service,Customer Experience,Platform,Medium,48,Production,24x7
SRV0597,customer-portal,Payments,Application Support,High,48,Production,Business Hours
SRV0598,auth-service,Data,SRE,Medium,24,Production,Business Hours
SRV0599,customer-portal,Data,Platform,Critical,2,Development,24x7
SRV0600,order-service,Payments,Network,Low,8,Production,Business Hours
SRV0601,auth-service,Identity,Platform,Medium,2,Production,24x7
SRV0602,auth-service,Infrastructure,SRE,Medium,8,Production,Extended Hours
SRV0603,vpn-service,Customer Experience,DBA,Low,4,Production,24x7
SRV0604,customer-portal,Commerce,DBA,Medium,48,Production,Business Hours
SRV0605,notification-service,Payments,Platform,High,8,Production,Business Hours
SRV0606,auth-service,Identity,Security,Critical,48,Production,24x7
SRV0607,vpn-service,Customer Experience,SRE,High,24,Staging,Business Hours
SRV0608,auth-service,Data,Security,Low,48,Production,24x7
SRV0609,order-service,Commerce,Platform,Low,2,Production,Business Hours
SRV0610,data-platform,Payments,Platform,Medium,24,Production,Business Hours
SRV0611,auth-service,Infrastructure,Platform,High,2,Production,24x7
SRV0612,inventory-service,Commerce,Application Support,High,8,Production,24x7
SRV0613,data-platform,Data,DBA,Low,4,Staging,24x7
SRV0614,payment-api,Customer Experience,Security,Critical,2,Production,Extended Hours
SRV0615,payment-api,Data,Platform,Medium,48,Production,24x7
SRV0616,data-platform,Customer Experience,SRE,High,48,Production,Extended Hours
SRV0617,customer-portal,Data,SRE,High,8,Production,Business Hours
SRV0618,vpn-service,Commerce,Network,Medium,1,Staging,Extended Hours
SRV0619,vpn-service,Customer Experience,Platform,Low,2,Production,Extended Hours
SRV0620,vpn-service,Data,Security,Medium,2,Production,24x7
SRV0621,vpn-service,Infrastructure,Security,Medium,48,Production,Business Hours
SRV0622,data-platform,Identity,Platform,High,4,Staging,Extended Hours
SRV0623,order-service,Infrastructure,Network,Low,1,Production,24x7
SRV0624,vpn-service,Data,Network,Medium,8,Development,Business Hours
SRV0625,customer-portal,Payments,Security,Medium,48,Development,Business Hours
SRV0626,inventory-service,Identity,DBA,Medium,8,Staging,24x7
SRV0627,payment-api,Customer Experience,DBA,High,4,Production,Extended Hours
SRV0628,vpn-service,Data,SRE,Critical,2,Staging,24x7
SRV0629,inventory-service,Infrastructure,Network,Low,48,Production,Extended Hours
SRV0630,vpn-service,Identity,Application Support,Medium,1,Development,24x7
SRV0631,customer-portal,Identity,Network,High,48,Production,Business Hours
SRV0632,customer-portal,Customer Experience,Platform,High,2,Production,Business Hours
SRV0633,inventory-service,Commerce,Platform,Low,1,Production,Extended Hours
SRV0634,data-platform,Customer Experience,SRE,Medium,4,Staging,Extended Hours
SRV0635,inventory-service,Infrastructure,Security,Medium,1,Development,Extended Hours
SRV0636,data-platform,Commerce,SRE,Critical,1,Production,Extended Hours
SRV0637,auth-service,Customer Experience,DBA,Low,2,Production,Extended Hours
SRV0638,data-platform,Infrastructure,Network,Low,24,Staging,24x7
SRV0639,notification-service,Payments,SRE,Medium,24,Staging,Extended Hours
SRV0640,vpn-service,Payments,Application Support,High,2,Staging,Business Hours
SRV0641,payment-api,Payments,Security,Medium,8,Production,Business Hours
SRV0642,order-service,Infrastructure,Security,Medium,4,Production,24x7
SRV0643,payment-api,Payments,Application Support,Medium,4,Development,Extended Hours
SRV0644,order-service,Identity,Application Support,Low,4,Production,24x7
SRV0645,data-platform,Commerce,Security,Medium,48,Production,Business Hours
SRV0646,notification-service,Payments,DBA,High,8,Production,24x7
SRV0647,data-platform,Identity,Security,Medium,8,Production,Business Hours
SRV0648,notification-service,Infrastructure,Network,Medium,48,Staging,Business Hours
SRV0649,vpn-service,Customer Experience,Platform,High,8,Production,Business Hours
SRV0650,vpn-service,Commerce,Network,High,1,Production,Business Hours
SRV0651,inventory-service,Infrastructure,Network,Medium,2,Production,Extended Hours
SRV0652,vpn-service,Data,SRE,High,4,Development,Extended Hours
SRV0653,payment-api,Commerce,Application Support,Medium,1,Staging,Business Hours
SRV0654,notification-service,Data,Application Support,Critical,24,Production,Extended Hours
SRV0655,inventory-service,Customer Experience,Network,High,4,Staging,Extended Hours
SRV0656,vpn-service,Payments,Network,High,1,Production,24x7
SRV0657,inventory-service,Data,Application Support,Medium,4,Staging,Business Hours
SRV0658,auth-service,Payments,Network,Medium,24,Staging,Extended Hours
SRV0659,notification-service,Customer Experience,Security,Medium,48,Production,Business Hours
SRV0660,vpn-service,Data,DBA,Medium,48,Development,24x7
SRV0661,payment-api,Payments,Platform,Critical,48,Production,Business Hours
SRV0662,payment-api,Data,Security,Medium,8,Production,Business Hours
SRV0663,notification-service,Commerce,Platform,Low,48,Production,Extended Hours
SRV0664,inventory-service,Payments,Platform,Medium,48,Staging,Business Hours
SRV0665,inventory-service,Customer Experience,Security,High,8,Production,24x7
SRV0666,payment-api,Commerce,Security,Medium,4,Production,24x7
SRV0667,inventory-service,Payments,Application Support,High,48,Production,24x7
SRV0668,inventory-service,Data,Security,Critical,4,Development,24x7
SRV0669,data-platform,Commerce,SRE,High,1,Production,Extended Hours
SRV0670,order-service,Data,Application Support,Critical,1,Production,24x7
SRV0671,customer-portal,Payments,Network,High,8,Production,Business Hours
SRV0672,payment-api,Infrastructure,SRE,Medium,1,Staging,24x7
SRV0673,inventory-service,Commerce,DBA,High,1,Production,Business Hours
SRV0674,notification-service,Commerce,Platform,Medium,2,Production,Extended Hours
SRV0675,customer-portal,Infrastructure,Network,Low,8,Development,Business Hours
SRV0676,notification-service,Data,Network,Medium,4,Production,24x7
SRV0677,vpn-service,Payments,SRE,Medium,8,Production,Extended Hours
SRV0678,auth-service,Data,Application Support,Medium,8,Development,Business Hours
SRV0679,inventory-service,Data,DBA,Critical,48,Production,24x7
SRV0680,notification-service,Identity,Application Support,High,2,Production,Extended Hours
SRV0681,payment-api,Identity,Network,Medium,4,Production,Extended Hours
SRV0682,auth-service,Payments,DBA,Medium,8,Staging,Business Hours
SRV0683,order-service,Customer Experience,Security,Medium,2,Development,24x7
SRV0684,auth-service,Payments,Platform,Medium,2,Production,Business Hours
SRV0685,customer-portal,Data,Application Support,Medium,1,Production,Business Hours
SRV0686,auth-service,Customer Experience,Platform,Medium,2,Production,Extended Hours
SRV0687,vpn-service,Commerce,Application Support,Medium,2,Production,Extended Hours
SRV0688,inventory-service,Identity,DBA,Low,2,Production,24x7
SRV0689,customer-portal,Infrastructure,DBA,Medium,2,Production,Business Hours
SRV0690,data-platform,Data,Platform,Low,24,Production,24x7
SRV0691,payment-api,Payments,DBA,Low,24,Staging,Business Hours
SRV0692,inventory-service,Data,DBA,Medium,8,Production,Business Hours
SRV0693,notification-service,Payments,Application Support,Critical,1,Production,Business Hours
SRV0694,data-platform,Commerce,Application Support,High,24,Production,Business Hours
SRV0695,auth-service,Identity,Network,Medium,1,Production,Business Hours
SRV0696,inventory-service,Customer Experience,Network,Critical,1,Production,Extended Hours
SRV0697,data-platform,Customer Experience,Network,Medium,8,Production,Business Hours
SRV0698,data-platform,Infrastructure,Network,Medium,4,Production,24x7
SRV0699,auth-service,Infrastructure,SRE,Low,2,Production,Extended Hours
SRV0700,vpn-service,Payments,SRE,Medium,48,Staging,Business Hours
SRV0701,customer-portal,Payments,Security,Medium,1,Development,Extended Hours
SRV0702,order-service,Infrastructure,Platform,High,1,Staging,Extended Hours
SRV0703,auth-service,Commerce,Network,Critical,8,Production,24x7
SRV0704,auth-service,Data,Security,Medium,4,Development,Extended Hours
SRV0705,customer-portal,Infrastructure,DBA,High,24,Production,Extended Hours
SRV0706,auth-service,Commerce,Network,Medium,1,Production,24x7
SRV0707,notification-service,Infrastructure,Security,Low,4,Production,24x7
SRV0708,inventory-service,Infrastructure,SRE,Medium,1,Production,24x7
SRV0709,order-service,Identity,Network,Medium,1,Production,Extended Hours
SRV0710,inventory-service,Infrastructure,SRE,Medium,4,Production,Extended Hours
SRV0711,inventory-service,Identity,DBA,Medium,24,Staging,24x7
SRV0712,auth-service,Identity,SRE,High,1,Production,Business Hours
SRV0713,customer-portal,Infrastructure,Application Support,Medium,48,Staging,24x7
SRV0714,vpn-service,Customer Experience,DBA,High,8,Development,24x7
SRV0715,payment-api,Payments,Platform,Medium,4,Production,24x7
SRV0716,vpn-service,Data,DBA,High,48,Production,24x7
SRV0717,vpn-service,Data,Network,Medium,2,Production,Extended Hours
SRV0718,customer-portal,Data,DBA,Medium,2,Production,Extended Hours
SRV0719,customer-portal,Infrastructure,Platform,Critical,24,Development,24x7
SRV0720,auth-service,Payments,DBA,Medium,1,Staging,Business Hours
SRV0721,inventory-service,Infrastructure,SRE,High,48,Staging,24x7
SRV0722,auth-service,Identity,SRE,High,24,Production,Business Hours
SRV0723,data-platform,Payments,DBA,Critical,48,Staging,Extended Hours
SRV0724,order-service,Commerce,DBA,High,4,Staging,Extended Hours
SRV0725,vpn-service,Payments,Platform,Low,8,Production,Extended Hours
SRV0726,data-platform,Data,SRE,Low,48,Production,24x7
SRV0727,order-service,Data,Network,Medium,1,Production,24x7
SRV0728,inventory-service,Data,Application Support,Medium,2,Production,24x7
SRV0729,payment-api,Payments,Security,Medium,4,Development,24x7
SRV0730,payment-api,Infrastructure,SRE,Low,8,Production,Business Hours
SRV0731,inventory-service,Payments,Application Support,Medium,24,Production,Business Hours
SRV0732,order-service,Identity,Network,Critical,48,Development,Extended Hours
SRV0733,order-service,Commerce,DBA,Medium,4,Production,24x7
SRV0734,payment-api,Infrastructure,SRE,Low,2,Production,24x7
SRV0735,data-platform,Commerce,Platform,High,2,Development,Extended Hours
SRV0736,order-service,Infrastructure,Security,Medium,24,Development,Extended Hours
SRV0737,order-service,Customer Experience,Platform,High,4,Staging,Business Hours
SRV0738,order-service,Infrastructure,SRE,High,8,Production,24x7
SRV0739,order-service,Payments,SRE,Medium,8,Development,Business Hours
SRV0740,notification-service,Infrastructure,Application Support,High,24,Staging,24x7
SRV0741,data-platform,Identity,Security,Low,2,Staging,Business Hours
SRV0742,inventory-service,Customer Experience,SRE,Medium,2,Production,Extended Hours
SRV0743,auth-service,Customer Experience,Application Support,Critical,24,Production,24x7
SRV0744,data-platform,Payments,Security,Medium,4,Staging,24x7
SRV0745,customer-portal,Payments,Network,Medium,24,Development,Extended Hours
SRV0746,payment-api,Infrastructure,DBA,Medium,1,Production,24x7
SRV0747,payment-api,Payments,Platform,Medium,2,Production,Extended Hours
SRV0748,data-platform,Customer Experience,Platform,Medium,48,Staging,Extended Hours
SRV0749,order-service,Data,Security,High,48,Production,Business Hours
SRV0750,payment-api,Data,Platform,High,1,Production,Business Hours
SRV0751,data-platform,Customer Experience,Network,High,24,Production,Business Hours
SRV0752,customer-portal,Identity,Network,High,1,Production,Business Hours
SRV0753,vpn-service,Data,SRE,Medium,1,Staging,Extended Hours
SRV0754,vpn-service,Customer Experience,Security,High,48,Production,Extended Hours
SRV0755,payment-api,Payments,Security,Medium,1,Production,24x7
SRV0756,notification-service,Identity,Application Support,Medium,2,Development,24x7
SRV0757,inventory-service,Payments,DBA,Medium,1,Staging,Business Hours
SRV0758,auth-service,Commerce,Platform,Medium,8,Production,Business Hours
SRV0759,customer-portal,Payments,Platform,Low,1,Production,Extended Hours
SRV0760,order-service,Identity,Network,Low,2,Staging,24x7
SRV0761,auth-service,Customer Experience,Application Support,High,2,Production,Business Hours
SRV0762,notification-service,Commerce,Platform,Medium,8,Production,24x7
SRV0763,customer-portal,Commerce,Security,High,4,Production,Business Hours
SRV0764,vpn-service,Commerce,SRE,Medium,2,Production,Extended Hours
SRV0765,data-platform,Customer Experience,Application Support,Medium,4,Staging,24x7
SRV0766,notification-service,Commerce,DBA,High,4,Production,24x7
SRV0767,payment-api,Commerce,Network,High,4,Production,Business Hours
SRV0768,payment-api,Customer Experience,Network,High,8,Production,Extended Hours
SRV0769,auth-service,Payments,Network,Medium,2,Production,Business Hours
SRV0770,order-service,Commerce,Platform,Medium,4,Production,Extended Hours
SRV0771,data-platform,Infrastructure,DBA,Critical,24,Development,24x7
SRV0772,auth-service,Data,Application Support,High,2,Production,Extended Hours
SRV0773,notification-service,Customer Experience,Platform,High,2,Production,24x7
SRV0774,payment-api,Customer Experience,Security,Medium,1,Production,24x7
SRV0775,customer-portal,Commerce,DBA,Critical,24,Staging,Business Hours
SRV0776,inventory-service,Infrastructure,Security,High,24,Production,24x7
SRV0777,data-platform,Identity,Security,Low,24,Development,Extended Hours
SRV0778,data-platform,Identity,SRE,Medium,2,Staging,Extended Hours
SRV0779,inventory-service,Customer Experience,SRE,Medium,4,Production,Business Hours
SRV0780,payment-api,Payments,Application Support,Medium,2,Staging,Business Hours
SRV0781,customer-portal,Commerce,SRE,Medium,24,Production,Extended Hours
SRV0782,data-platform,Data,DBA,Medium,4,Development,Extended Hours
SRV0783,payment-api,Commerce,Security,High,4,Development,Business Hours
SRV0784,notification-service,Customer Experience,DBA,High,4,Production,Extended Hours
SRV0785,notification-service,Identity,SRE,Low,24,Production,24x7
SRV0786,data-platform,Data,SRE,Low,24,Production,24x7
SRV0787,auth-service,Payments,Security,Medium,24,Production,24x7
SRV0788,auth-service,Identity,Application Support,Critical,4,Staging,24x7
SRV0789,auth-service,Identity,Network,Critical,24,Development,24x7
SRV0790,order-service,Infrastructure,DBA,High,48,Production,Business Hours
SRV0791,inventory-service,Identity,Application Support,Low,8,Staging,Extended Hours
SRV0792,payment-api,Infrastructure,Security,Medium,24,Staging,Business Hours
SRV0793,inventory-service,Commerce,DBA,Medium,48,Production,Business Hours
SRV0794,auth-service,Data,DBA,Low,48,Production,24x7
SRV0795,inventory-service,Customer Experience,Application Support,Critical,2,Staging,24x7
SRV0796,customer-portal,Customer Experience,Security,Medium,24,Staging,Business Hours
SRV0797,vpn-service,Payments,Network,High,4,Development,24x7
SRV0798,customer-portal,Infrastructure,Security,High,1,Production,Extended Hours
SRV0799,data-platform,Customer Experience,Platform,Low,4,Production,Business Hours
SRV0800,auth-service,Infrastructure,Application Support,Low,48,Production,Business Hours
SRV0801,payment-api,Identity,SRE,Critical,48,Production,24x7
SRV0802,auth-service,Data,Platform,High,24,Production,24x7
SRV0803,order-service,Data,Network,Medium,48,Development,24x7
SRV0804,vpn-service,Data,Platform,Critical,8,Production,Extended Hours
SRV0805,auth-service,Commerce,DBA,Medium,24,Staging,Business Hours
SRV0806,data-platform,Data,Security,Medium,1,Production,Extended Hours
SRV0807,notification-service,Data,Application Support,High,2,Production,Business Hours
SRV0808,customer-portal,Commerce,DBA,High,2,Staging,Extended Hours
SRV0809,customer-portal,Infrastructure,DBA,High,48,Staging,Extended Hours
SRV0810,vpn-service,Infrastructure,DBA,Low,8,Production,24x7
SRV0811,notification-service,Identity,SRE,High,48,Development,24x7
SRV0812,auth-service,Data,Security,Medium,4,Production,Extended Hours
SRV0813,vpn-service,Infrastructure,SRE,High,4,Production,24x7
SRV0814,order-service,Commerce,DBA,Medium,24,Production,Extended Hours
